so_id,order_quantity,order_line_count,order_sales_value,unique_products,order_value_category
SO-128636,26,3,59188.8,3,Very High
SO-128667,123,12,2715760.0,11,Very High
SO-128707,40,4,2343436.0,4,Very High
SO-128775,102,9,3698021.8,7,Very High
SO-128833,85,6,2033470.0,6,Very High
SO-128847,97,9,1340511.7999999998,7,Very High
SO-128865,22,2,336457.0,2,Very High
SO-128871,49,5,765590.0,5,Very High
SO-128885,19,3,280769.0,3,Very High
SO-128929,67,8,3390443.0,7,Very High
SO-128933,68,6,1590290.0,6,Very High
SO-128959,54,5,639061.0,3,Very High
SO-128978,108,11,2425972.0,9,Very High
SO-128989,147,10,6169884.2,9,Very High
SO-129019,70,7,2223981.6,7,Very High
SO-129051,116,11,1597627.8,9,Very High
SO-129081,32,2,737642.0,2,Very High
SO-129152,68,6,1254294.4,5,Very High
SO-129175,39,4,2505976.0,3,Very High
SO-129194,80,8,3302097.6,8,Very High
SO-129200,72,8,382114.4,6,Very High
SO-129259,50,6,2862453.4,5,Very High
SO-129348,31,3,1668480.0,3,Very High
SO-129356,108,7,2436570.0,7,Very High
SO-129380,97,10,5433477.8,9,Very High
SO-129495,72,8,503666.0,4,Very High
SO-129559,90,6,1542441.4,6,Very High
SO-129598,65,5,2605935.4,5,Very High
SO-129603,40,5,987658.0,5,Very High
SO-129613,112,12,2163067.2,10,Very High
SO-129722,98,10,3033472.6,10,Very High
SO-129841,45,3,3033472.0,3,Very High
SO-129856,73,8,2981680.6,8,Very High
SO-129897,77,7,875861.4,7,Very High
SO-129935,92,7,2182226.0,6,Very High
SO-129967,156,12,3688925.8,12,Very High
SO-129993,137,11,2067820.6,8,Very High
SO-130003,50,7,2848521.0,7,Very High
SO-130054,59,6,1658194.4,6,Very High
SO-130090,114,10,1905298.0,8,Very High
SO-130096,89,8,1676434.2,6,Very High
SO-130118,18,2,640916.0,2,Very High
SO-130135,148,12,4100461.4,9,Very High
SO-130266,76,9,5012066.4,9,Very High
SO-130312,91,8,1589510.8,7,Very High
SO-130353,134,12,1914931.0,11,Very High
SO-130370,27,4,163695.0,4,Very High
SO-130373,101,10,2460670.8,10,Very High
SO-130400,116,10,3023186.2,8,Very High
SO-130444,45,5,234397.8,5,Very High
SO-130467,125,12,5008862.0,9,Very High
SO-130469,23,2,80889.0,2,Very High
SO-130520,104,9,1958151.0,8,Very High
SO-130521,72,7,4978446.4,6,Very High
SO-130599,64,5,5812182.4,4,Very High
SO-130621,72,6,1673340.6,6,Very High
SO-130741,108,12,2827253.6,8,Very High
SO-130772,112,10,1480023.0,8,Very High
SO-130816,66,5,1691163.0,4,Very High
SO-130817,35,4,644131.2,3,Very High
SO-130825,30,3,176146.0,3,Very High
SO-130872,95,9,3195330.4,9,Very High
SO-130947,115,11,1977581.8,11,Very High
SO-131026,45,4,824623.0,4,Very High
SO-131103,120,11,2891246.0,9,Very High
SO-131189,113,11,2820893.2,10,Very High
SO-131265,55,8,787833.8,7,Very High
SO-131302,108,12,4570673.4,10,Very High
SO-131422,147,12,2177705.0,11,Very High
SO-131528,27,3,936832.0,3,Very High
SO-131548,42,3,683463.0,3,Very High
SO-131582,62,4,570437.8,4,Very High
SO-131605,82,8,820082.0,7,Very High
SO-131687,80,8,1419731.4,6,Very High
SO-131782,63,6,832149.0,5,Very High
SO-131792,2,1,2950.0,1,Low
SO-131894,84,8,2041975.4,7,Very High
SO-131956,98,11,1454595.8,9,Very High
SO-131958,43,7,740314.2,7,Very High
SO-132024,124,12,2972546.6,11,Very High
SO-132040,84,6,2031114.4,6,Very High
SO-132080,116,11,2777378.8,9,Very High
SO-132104,28,2,219420.8,2,Very High
SO-132199,122,11,1394872.2,9,Very High
SO-132202,107,10,1602005.0,9,Very High
SO-132258,95,9,3607356.0,6,Very High
SO-132266,27,3,415653.6,3,Very High
SO-132286,59,6,1259690.0,6,Very High
SO-132331,70,9,3888870.6,8,Very High
SO-132392,63,9,671193.8,8,Very High
SO-132405,105,12,4689126.0,10,Very High
SO-132443,31,3,615549.0,3,Very High
SO-132454,27,3,65438.0,3,Very High
SO-132466,18,1,804096.0,1,Very High
SO-132476,71,8,1625047.6,7,Very High
SO-132575,29,2,156291.0,2,Very High
SO-132623,76,6,833459.0,5,Very High
SO-132696,15,2,282584.8,2,Very High
SO-132786,40,3,1204664.0,3,Very High
SO-132792,28,2,304658.0,2,Very High
SO-132836,66,6,2330198.4,6,Very High
SO-132845,53,6,1359490.2,5,Very High
SO-132870,21,2,588672.0,1,Very High
SO-132918,62,5,2289903.0,4,Very High
SO-132951,145,12,3848142.8,9,Very High
SO-132966,15,2,244416.0,2,Very High
SO-132988,46,5,439628.8,5,Very High
SO-133111,16,1,346112.0,1,Very High
SO-133257,3,1,456960.0,1,Very High
SO-133278,6,2,210048.0,2,Very High
SO-133296,55,7,867021.6,7,Very High
SO-133353,40,5,965718.0,5,Very High
SO-133375,82,12,1489389.2,11,Very High
SO-133412,63,7,1182728.4,6,Very High
SO-133423,76,6,3127232.0,6,Very High
SO-133436,79,7,3157711.0,5,Very High
SO-133577,50,4,1869765.4,4,Very High
SO-133698,145,11,6451457.2,10,Very High
SO-133734,102,9,1593074.6,8,Very High
SO-133770,55,5,524751.2,5,Very High
SO-133775,94,12,3555676.0,9,Very High
SO-133793,63,4,788964.0,4,Very High
SO-133794,116,11,2111426.6,11,Very High
SO-133830,3,1,320640.0,1,Very High
SO-133896,39,5,1548581.6,5,Very High
SO-133904,46,5,578686.8,5,Very High
SO-133931,154,11,3445568.4,9,Very High
SO-134011,125,9,2768694.2,7,Very High
SO-134142,63,5,1532421.0,5,Very High
SO-134189,123,11,2923904.6,8,Very High
SO-134269,28,4,750724.0,4,Very High
SO-134274,107,9,3539877.8,9,Very High
SO-134294,66,7,1469084.0,5,Very High
SO-134371,56,6,1663050.0,5,Very High
SO-134425,126,12,4809803.8,8,Very High
SO-134461,111,11,2027866.0,9,Very High
SO-134465,73,6,663359.4,5,Very High
SO-134497,52,6,1173823.0,5,Very High
SO-134513,32,3,64506.2,3,Very High
SO-134543,108,11,2984949.0,8,Very High
SO-134588,100,11,1839112.6,8,Very High
SO-134599,144,12,4335160.0,11,Very High
SO-134604,20,2,160432.8,2,Very High
SO-134648,51,5,415664.4,5,Very High
SO-134667,94,7,1471910.0,6,Very High
SO-134797,35,4,41547.799999999996,3,High
SO-134933,34,7,1071456.4,6,Very High
SO-134992,13,3,538496.0,3,Very High
SO-135051,49,4,463322.0,4,Very High
SO-135095,50,5,328729.39999999997,5,Very High
SO-135163,97,9,1477702.0,8,Very High
SO-135189,3,1,1840.8,1,Low
SO-135246,73,6,4753013.0,6,Very High
SO-135329,10,1,280320.0,1,Very High
SO-135470,17,2,65507.0,2,Very High
SO-135532,37,5,659914.4,5,Very High
SO-135579,43,8,1227200.2,8,Very High
SO-135673,26,2,323417.6,2,Very High
SO-135676,72,5,2300554.0,5,Very High
SO-135702,85,11,657903.8,9,Very High
SO-135879,139,10,2197935.0,8,Very High
SO-135892,91,9,694208.8,9,Very High
SO-135921,41,4,286607.2,4,Very High
SO-135936,100,10,2469662.6,7,Very High
SO-135952,27,4,181914.4,3,Very High
SO-135982,9,2,416815.0,2,Very High
SO-135984,88,9,1824599.2,8,Very High
SO-136046,108,11,2484082.6,9,Very High
SO-136062,70,8,2284334.4,7,Very High
SO-136078,83,10,1622539.8,8,Very High
SO-136249,80,9,541740.8,6,Very High
SO-136294,96,8,1401433.8,8,Very High
SO-136347,65,4,1259784.0,4,Very High
SO-136353,12,1,31860.0,1,High
SO-136444,19,2,185230.4,2,Very High
SO-136507,112,8,6294363.0,7,Very High
SO-136558,33,4,213209.2,4,Very High
SO-136589,49,4,1492139.0,4,Very High
SO-136611,17,2,214682.0,2,Very High
SO-136637,101,12,2864447.4,11,Very High
SO-136658,14,2,156062.0,2,Very High
SO-136800,122,9,4696228.0,8,Very High
SO-136892,104,10,1426057.0,8,Very High
SO-136916,106,9,1711242.6,9,Very High
SO-136986,34,2,552963.0,2,Very High
SO-137010,64,5,3028060.8,5,Very High
SO-137082,107,9,1731437.0,9,Very High
SO-137135,102,12,1136828.8,11,Very High
SO-137164,10,1,92630.0,1,Very High
SO-137292,136,12,3266699.6,11,Very High
SO-137400,128,12,5612063.0,11,Very High
SO-137402,65,6,370725.4,6,Very High
SO-137602,87,11,2630266.0,9,Very High
SO-137626,25,4,117418.0,3,Very High
SO-137627,75,9,1087492.8,8,Very High
SO-137653,33,4,642822.8,4,Very High
SO-137655,84,6,5449616.0,5,Very High
SO-137702,10,1,353280.0,1,Very High
SO-137715,1,1,50944.0,1,Very High
SO-137809,50,6,930200.6,6,Very High
SO-137988,77,8,2442880.6,5,Very High
SO-137993,114,12,1660491.2,9,Very High
SO-138029,12,2,193152.0,2,Very High
SO-138033,82,7,1783529.0,6,Very High
SO-138058,113,11,962213.8,10,Very High
SO-138078,58,4,248741.2,4,Very High
SO-138229,23,2,47903.0,2,High
SO-138275,126,12,2847155.2,11,Very High
SO-138306,86,10,3948689.8,9,Very High
SO-138323,67,9,780623.2,9,Very High
SO-138333,52,4,917054.4,4,Very High
SO-138345,98,11,1278074.4,8,Very High
SO-138405,134,12,788594.6,9,Very High
SO-138545,83,8,2163107.2,7,Very High
SO-138585,18,1,6584.4,1,Medium
SO-138627,44,3,356177.0,3,Very High
SO-138659,56,6,834154.6,6,Very High
SO-138728,12,2,157929.6,2,Very High
SO-138729,4,1,57344.0,1,Very High
SO-138747,113,11,2869931.2,9,Very High
SO-138849,16,2,177664.0,2,Very High
SO-138876,82,9,1917318.6,9,Very High
SO-138902,30,2,772656.0,2,Very High
SO-138929,37,3,356444.0,3,Very High
SO-138987,96,12,1960258.2,9,Very High
SO-139040,102,11,723893.8,9,Very High
SO-139094,95,9,4045547.0,9,Very High
SO-139132,162,12,5408286.4,10,Very High
SO-139141,1,1,28032.0,1,High
SO-139165,71,6,739855.0,5,Very High
SO-139191,101,9,2793457.8,9,Very High
SO-139404,78,8,2677828.0,8,Very High
SO-139517,86,11,1130167.4,10,Very High
SO-139617,13,2,222293.0,2,Very High
SO-139618,61,6,484393.0,6,Very High
SO-139666,126,12,6930637.0,10,Very High
SO-139683,25,2,887424.0,2,Very High
SO-139742,17,1,476544.0,1,Very High
SO-139774,101,6,3691747.0,6,Very High
SO-139779,24,2,1932690.0,2,Very High
SO-139840,100,9,4538015.2,8,Very High
SO-139865,86,8,791712.6,6,Very High
SO-139883,70,6,251649.19999999998,4,Very High
SO-140014,141,11,2709616.8,11,Very High
SO-140049,22,2,476137.0,2,Very High
SO-140095,21,2,272180.0,2,Very High
SO-140141,114,11,1153047.2,9,Very High
SO-140157,78,8,1941740.0,8,Very High
SO-140216,60,6,1576222.0,5,Very High
SO-140229,48,6,1765514.0,6,Very High
SO-140246,119,11,2325060.4,11,Very High
SO-140323,130,11,2983653.0,10,Very High
SO-140341,15,1,2284800.0,1,Very High
SO-140358,19,3,525888.0,3,Very High
SO-140363,48,6,1727130.8,5,Very High
SO-140388,39,4,1004874.6,3,Very High
SO-140504,90,7,4052830.4,7,Very High
SO-140547,51,3,286970.0,3,Very High
SO-140582,122,10,3502765.0,8,Very High
SO-140585,6,1,79104.0,1,Very High
SO-140586,87,7,770296.4,7,Very High
SO-140629,132,10,3401521.2,8,Very High
SO-140647,55,4,934890.6,4,Very High
SO-140651,109,11,1729103.0,11,Very High
SO-140757,107,8,516520.8,8,Very High
SO-140820,8,2,391936.0,2,Very High
SO-140852,36,5,299630.0,5,Very High
SO-141027,105,10,2470015.6,8,Very High
SO-141029,45,3,227527.6,3,Very High
SO-141213,86,11,2341926.0,9,Very High
SO-141214,129,11,3438515.6,8,Very High
SO-141250,40,3,381920.0,3,Very High
SO-141269,15,1,162240.0,1,Very High
SO-141310,124,10,1068857.8,10,Very High
SO-141385,71,5,2500608.0,5,Very High
SO-141404,28,2,254422.0,2,Very High
SO-141504,31,4,910787.2,4,Very High
SO-141522,20,1,16992.0,1,High
SO-141533,108,9,3625856.8,9,Very High
SO-141593,142,11,3174817.0,10,Very High
SO-141634,4,2,27595.2,2,High
SO-141709,64,6,1775374.8,6,Very High
SO-141731,97,11,4149835.1999999997,10,Very High
SO-141744,13,2,5864.6,2,Medium
SO-141754,99,10,3547205.0,8,Very High
SO-141821,62,5,251675.4,5,Very High
SO-141829,29,4,1902844.8,4,Very High
SO-141837,93,8,1863412.6,7,Very High
SO-141841,69,6,1504798.4,5,Very High
SO-142041,73,6,4233928.0,6,Very High
SO-142049,37,2,540544.0,2,Very High
SO-142080,93,9,1598505.0,6,Very High
SO-142185,5,1,254720.0,1,Very High
SO-142238,113,11,1467562.0,10,Very High
SO-142240,83,9,1516118.0,7,Very High
SO-142356,127,12,2067370.5999999999,10,Very High
SO-142402,126,11,4914058.6,10,Very High
SO-142421,46,7,208317.0,6,Very High
SO-142441,129,10,2603471.4,9,Very High
SO-142452,63,6,2043464.0,5,Very High
SO-142456,54,3,596427.0,2,Very High
SO-142555,78,7,1984800.8,7,Very High
SO-142574,62,4,652381.2,4,Very High
SO-142594,16,1,231424.0,1,Very High
SO-142615,12,3,40769.0,3,High
SO-142756,50,4,896951.0,4,Very High
SO-142815,40,4,4163328.0,2,Very High
SO-142881,31,3,1112064.0,2,Very High
SO-142899,124,10,1737817.0,8,Very High
SO-142901,110,11,1297132.6,9,Very High
SO-143027,44,5,843880.0,5,Very High
SO-143098,133,12,3319235.4,9,Very High
SO-143120,64,9,1442804.0,9,Very High
SO-143138,16,1,231424.0,1,Very High
SO-143171,62,5,105659.6,3,Very High
SO-143199,23,3,330604.6,3,Very High
SO-143228,61,8,709051.0,8,Very High
SO-143290,60,7,385815.4,7,Very High
SO-143337,101,8,2199870.4,7,Very High
SO-143367,139,12,4496613.2,9,Very High
SO-143413,18,2,848256.0,2,Very High
SO-143429,34,3,1800704.0,3,Very High
SO-143434,17,1,533120.0,1,Very High
SO-143460,103,9,1336026.2,8,Very High
SO-143483,94,10,935790.2,9,Very High
SO-143544,69,8,689140.2,7,Very High
SO-143576,26,3,117582.0,3,Very High
SO-143768,12,1,172032.0,1,Very High
SO-143834,58,7,1656308.0,7,Very High
SO-143861,102,10,2940236.0,9,Very High
SO-143863,101,11,2054649.8,11,Very High
SO-143920,117,9,6392163.0,8,Very High
SO-143923,54,7,337813.0,7,Very High
SO-143999,62,5,1231436.4,5,Very High
SO-144029,35,3,212645.0,3,Very High
SO-144077,37,4,116455.8,4,Very High
SO-144101,50,6,2633344.0,4,Very High
SO-144136,9,1,97344.0,1,Very High
SO-144148,70,8,1916515.8,7,Very High
SO-144163,74,7,1407300.4,7,Very High
SO-144273,19,1,2030720.0,1,Very High
SO-144291,106,10,3860986.0,7,Very High
SO-144302,111,7,2833280.2,6,Very High
SO-144311,83,11,5706286.0,11,Very High
SO-144365,58,6,134424.4,6,Very High
SO-144389,115,8,2470620.2,6,Very High
SO-144397,84,8,1418480.4,7,Very High
SO-144417,45,5,589623.2,4,Very High
SO-144500,66,6,1596265.6,6,Very High
SO-144507,120,11,4812569.4,9,Very High
SO-144544,26,2,1701185.0,2,Very High
SO-144547,85,10,1105845.0,9,Very High
SO-144766,107,10,3017972.8,8,Very High
SO-144777,41,5,1424070.4,5,Very High
SO-144778,20,4,317098.8,4,Very High
SO-144780,25,2,928969.0,2,Very High
SO-144814,72,9,771042.6,8,Very High
SO-144832,135,12,4315456.0,10,Very High
SO-144856,40,4,554651.0,4,Very High
SO-145026,105,10,504084.0,8,Very High
SO-145076,55,7,729981.0,7,Very High
SO-145095,137,11,3050640.0,9,Very High
SO-145129,36,2,1481472.0,2,Very High
SO-145223,40,4,2100524.0,4,Very High
SO-145288,162,11,5108602.2,11,Very High
SO-145472,81,9,1264638.0,7,Very High
SO-145478,76,6,2330411.6,6,Very High
SO-145553,99,12,1678032.8,11,Very High
SO-145572,113,9,4803942.2,8,Very High
SO-145666,132,11,6034032.0,10,Very High
SO-145844,39,3,1578940.0,3,Very High
SO-145847,93,9,2429268.8,8,Very High
SO-145854,68,8,1488380.0,6,Very High
SO-145864,17,3,1243968.0,3,Very High
SO-145900,13,3,211968.0,3,Very High
SO-145902,93,7,1538896.0,7,Very High
SO-145920,109,10,1926634.6,8,Very High
SO-145963,94,9,2048984.8,7,Very High
SO-146070,98,11,2682514.2,7,Very High
SO-146138,102,10,6159083.2,7,Very High
SO-146203,115,12,3406499.4,11,Very High
SO-146270,40,3,386857.4,3,Very High
SO-146276,19,2,1095808.0,2,Very High
SO-146343,126,12,3050187.6,11,Very High
SO-146379,146,12,3617441.4,9,Very High
SO-146450,111,11,2999765.0,9,Very High
SO-146540,125,12,4415772.4,10,Very High
SO-146551,31,6,528219.6,5,Very High
SO-146609,98,8,1960919.0,8,Very High
SO-146618,87,8,773534.0,7,Very High
SO-146644,82,6,887703.4,6,Very High
SO-146654,107,12,598170.4,9,Very High
SO-146801,109,9,887770.8,6,Very High
SO-146860,131,12,1582467.4,9,Very High
SO-146909,19,1,362368.0,1,Very High
SO-146983,94,9,970447.0,9,Very High
SO-146985,75,9,1182723.0,7,Very High
SO-146999,15,3,645248.0,3,Very High
SO-147060,121,10,3199144.6,8,Very High
SO-147094,77,8,2882079.6,7,Very High
SO-147215,15,1,2284800.0,1,Very High
SO-147241,28,4,1175355.8,4,Very High
SO-147251,98,8,783833.0,8,Very High
SO-147258,118,8,2402110.0,8,Very High
SO-147329,45,4,346668.0,4,Very High
SO-147338,138,11,2011471.2,8,Very High
SO-147373,95,8,2279390.8,8,Very High
SO-147428,33,4,927188.0,3,Very High
SO-147496,27,3,77280.0,3,Very High
SO-147503,110,11,4222526.4,10,Very High
SO-147522,115,10,1182521.4,9,Very High
SO-147567,1,1,50944.0,1,Very High
SO-147590,81,8,835719.0,8,Very High
SO-147606,117,9,2529547.4,9,Very High
SO-147650,38,4,1080469.0,4,Very High
SO-147653,53,4,3920094.0,4,Very High
SO-147672,75,7,2487820.2,7,Very High
SO-147697,40,5,610816.0,5,Very High
SO-147704,99,11,4701779.8,11,Very High
SO-147860,57,5,1573849.6,5,Very High
SO-147868,13,1,7363.2,1,Medium
SO-147974,114,9,1781796.2,7,Very High
SO-148051,78,7,1117644.0,7,Very High
SO-148076,23,2,531264.0,2,Very High
SO-148084,101,8,3097108.8,7,Very High
SO-148152,52,6,2227599.4,5,Very High
SO-148184,77,7,654583.4,7,Very High
SO-148202,25,3,272616.4,3,Very High
SO-148287,8,1,4531.2,1,Low
SO-148297,50,5,809984.0,3,Very High
SO-148342,61,5,654412.0,4,Very High
SO-148350,76,7,1889943.0,7,Very High
SO-148363,103,8,533324.4,7,Very High
SO-148367,13,1,120419.0,1,Very High
SO-148380,105,12,2036828.4,10,Very High
SO-148514,1,1,3136.0,1,Low
SO-148522,114,11,3990043.0,9,Very High
SO-148533,65,5,675370.6,5,Very High
SO-148548,146,12,4075461.2,10,Very High
SO-148622,29,4,542967.8,3,Very High
SO-148625,74,5,907946.0,5,Very High
SO-148644,81,6,1209808.2,5,Very High
SO-148675,50,5,736000.0,3,Very High
SO-148684,13,1,40768.0,1,High
SO-148698,93,10,1427839.0,8,Very High
SO-148727,52,4,898640.0,4,Very High
SO-148793,87,7,1853751.6,7,Very High
SO-148800,14,2,366127.0,2,Very High
SO-148803,48,3,741248.0,3,Very High
SO-148817,106,11,3068335.2,11,Very High
SO-148851,12,1,55932.0,1,Very High
SO-148866,63,4,82517.4,3,Very High
SO-148883,21,2,632132.0,2,Very High
SO-148902,14,1,7929.6,1,Medium
SO-148963,63,7,1125488.0,6,Very High
SO-148987,44,6,268013.4,6,Very High
SO-149000,23,3,189638.4,3,Very High
SO-149120,91,10,2949229.0,8,Very High
SO-149125,110,11,2732109.6,10,Very High
SO-149208,112,10,1144153.4,8,Very High
SO-149243,98,10,797059.2,9,Very High
SO-149292,93,9,1188353.8,9,Very High
SO-149306,136,12,3529611.6,12,Very High
SO-149357,52,7,433084.8,7,Very High
SO-149359,14,1,43904.0,1,High
SO-149468,23,2,2315008.0,2,Very High
SO-149491,88,10,1916427.2,9,Very High
SO-149505,99,9,3921339.0,9,Very High
SO-149529,63,8,3390332.8,7,Very High
SO-149559,58,6,2584093.0,5,Very High
SO-149568,7,1,116032.0,1,Very High
SO-149745,146,12,2851728.6,9,Very High
SO-149753,46,4,2097280.0,3,Very High
SO-149759,11,1,344960.0,1,Very High
SO-149790,99,10,3186479.1999999997,9,Very High
SO-149797,93,9,1571923.0,9,Very High
SO-149924,87,10,2110518.8,9,Very High
SO-149986,97,9,2991092.0,8,Very High
SO-150015,115,11,2946557.6,11,Very High
SO-150065,113,9,3539662.0,7,Very High
SO-150117,97,9,3825977.8,8,Very High
SO-150137,35,4,732794.2,3,Very High
SO-150273,111,10,5413953.8,7,Very High
SO-150316,14,1,5121.2,1,Medium
SO-150405,90,8,1572454.0,7,Very High
SO-150414,19,1,532608.0,1,Very High
SO-150428,139,10,2177729.8,9,Very High
SO-150478,43,4,2666024.8,4,Very High
SO-150524,106,11,1097224.8,8,Very High
SO-150526,73,6,1769419.4,6,Very High
SO-150547,40,4,334653.0,4,Very High
SO-150553,147,12,3389092.6,10,Very High
SO-150559,152,12,5256202.4,11,Very High
SO-150580,12,2,261632.0,2,Very High
SO-150638,33,3,690433.6,3,Very High
SO-150709,22,3,156238.0,2,Very High
SO-150712,79,5,1936574.0,5,Very High
SO-150763,70,10,2052542.0,10,Very High
SO-150828,53,6,2406824.0,6,Very High
SO-150864,3,1,9408.0,1,Medium
SO-150936,105,9,763554.8,8,Very High
SO-150937,52,4,3973272.0,4,Very High
SO-150938,17,3,168851.4,3,Very High
SO-150955,115,11,2522358.2,9,Very High
SO-150956,76,7,1145028.0,7,Very High
SO-151018,44,5,799705.0,4,Very High
SO-151061,16,3,682264.0,3,Very High
SO-151079,112,11,2658346.6,10,Very High
SO-151113,85,10,980938.8,8,Very High
SO-151135,80,8,2263284.4,7,Very High
SO-151171,41,5,2436984.0,4,Very High
SO-151208,44,4,991810.8,3,Very High
SO-151243,118,11,2515326.0,10,Very High
SO-151329,5,1,2832.0,1,Low
SO-151363,134,12,4966142.8,11,Very High
SO-151408,96,9,2357346.2,7,Very High
SO-151481,24,2,925842.0,2,Very High
SO-151492,64,7,1154581.2,7,Very High
SO-151603,145,12,4195327.0,11,Very High
SO-151632,37,4,708568.4,3,Very High
SO-151639,47,4,471776.0,4,Very High
SO-151706,125,11,482681.8,7,Very High
SO-151749,110,11,1888460.8,10,Very High
SO-151772,84,9,734769.0,7,Very High
SO-151790,80,9,744464.2,8,Very High
SO-151854,47,4,1222291.4,4,Very High
SO-151899,101,11,2881222.2,9,Very High
SO-151901,83,10,1754189.8,8,Very High
SO-151914,52,8,704773.6,7,Very High
SO-151967,48,5,1320446.6,5,Very High
SO-152017,124,10,6006162.0,8,Very High
SO-152026,30,3,212656.0,3,Very High
SO-152051,89,7,2912346.0,6,Very High
SO-152057,31,3,660767.0,3,Very High
SO-152156,18,1,258048.0,1,Very High
SO-152163,23,2,16461.0,2,High
SO-152183,68,7,587827.7999999999,7,Very High
SO-152326,36,6,1042062.0,5,Very High
SO-152364,8,1,282624.0,1,Very High
SO-152396,63,4,689767.0,4,Very High
SO-152406,123,9,4303043.6,9,Very High
SO-152481,93,7,1495534.0,6,Very High
SO-152501,87,9,1707030.0,7,Very High
SO-152561,48,5,456173.6,5,Very High
SO-152612,122,11,1754952.4,9,Very High
SO-152645,1,1,19072.0,1,High
SO-152670,13,2,455168.0,2,Very High
SO-152758,83,10,2032320.2,9,Very High
SO-152778,132,11,4679348.4,9,Very High
SO-152793,83,9,2211176.0,8,Very High
SO-152829,35,4,1289024.0,4,Very High
SO-152835,64,5,453243.6,5,Very High
SO-153019,43,3,242672.2,2,Very High
SO-153026,87,11,1681948.6,11,Very High
SO-153033,39,3,203933.0,3,Very High
SO-153039,100,9,2370843.0,7,Very High
SO-153048,100,10,1258375.6,10,Very High
SO-153106,29,4,638985.0,4,Very High
SO-153215,100,10,1347637.8,8,Very High
SO-153233,16,1,210944.0,1,Very High
SO-153242,140,12,1784268.6,10,Very High
SO-153253,85,9,3495714.6,9,Very High
SO-153327,52,5,1029121.0,4,Very High
SO-153389,106,10,2428522.2,9,Very High
SO-153555,45,4,566096.0,4,Very High
SO-153578,136,11,4115841.0,9,Very High
SO-153670,113,12,452739.8,9,Very High
SO-153792,120,12,3805705.4,10,Very High
